INPUT:sent1;INPUT:sent2;INPUT:premise;INPUT:question;OUTPUT:variant;HINT:text;ASSIGNMENT:assignment_id;ASSIGNMENT:task_suite_id;ASSIGNMENT:worker_id;ASSIGNMENT:status;ASSIGNMENT:started
Они ожидали, что вокруг театра будет много машин.;Они получили приглашения в театр.;Пара выехала на шоу заранее.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7b711b9c012c85fcca;0000b4a8a2--5e707d5a1fcfde011aac0926;efdf87ce6f39e57b4212a731c24c7779;APPROVED;2020-03-17T07:42:51.001
Её босс хвалил её.;Её коллега прикрывал её.;Женщина осталась дома в рабочий день.;Что случилось в результате?;1;;0000b4a8a2--5e707f7b711b9c012c85fcca;0000b4a8a2--5e707d5a1fcfde011aac0926;efdf87ce6f39e57b4212a731c24c7779;APPROVED;2020-03-17T07:42:51.001
Он разделял их взгляды.;Он считал их сумасшедшими.;Человек подписал петицию активистов.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7b711b9c012c85fcca;0000b4a8a2--5e707d5a1fcfde011aac0926;efdf87ce6f39e57b4212a731c24c7779;APPROVED;2020-03-17T07:42:51.001
Он наступил в лужу.;Он наступил на разбитое стекло.;Мужчина проткнул ногу.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7be5f258012725f65d;0000b4a8a2--5e707d5a1fcfde011aac0911;5aae8447f7e762c8524dd9cd4f903e3f;APPROVED;2020-03-17T07:42:51.887
Они выяснили личность убийцы.;Они нашли оружие на месте преступления.;Детективы посыпали место преступления порошком для снятия отпечатков пальцев.;Что случилось в результате?;1;;0000b4a8a2--5e707f7be5f258012725f65d;0000b4a8a2--5e707d5a1fcfde011aac0911;5aae8447f7e762c8524dd9cd4f903e3f;APPROVED;2020-03-17T07:42:51.887
Я поехал в объезд.;Я попросил прокатиться.;На шоссе было интенсивное движение.;Что случилось в результате?;0;;0000b4a8a2--5e707f7be5f258012725f65d;0000b4a8a2--5e707d5a1fcfde011aac0911;5aae8447f7e762c8524dd9cd4f903e3f;APPROVED;2020-03-17T07:42:51.887
Многие люди заболели.;Многие люди сталкиваются с проблемой безработицы.;Экономика страны слабеет.;Что случилось в результате?;1;;0000b4a8a2--5e707f7be5f258012725f65d;0000b4a8a2--5e707d5a1fcfde011aac0911;5aae8447f7e762c8524dd9cd4f903e3f;APPROVED;2020-03-17T07:42:51.887
Они собирались выскочить на шоссе.;Она узнала в них соседей.;Регулировщица махнула жезлом и перегородила дорогу детям.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7be5f258012725f65d;0000b4a8a2--5e707d5a1fcfde011aac0911;5aae8447f7e762c8524dd9cd4f903e3f;APPROVED;2020-03-17T07:42:51.887
Он вызывал жалость.;У него не было денег.;Голодный бомж украл еду.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7c498ab0012c0325e5;0000b4a8a2--5e707d5a1fcfde011aac0917;870060de5a50583dc4c7c89a098fe2f4;APPROVED;2020-03-17T07:42:52.394
Я хотел уединения.;Я чувствовал себя одиноким.;Я позвонил своему другу, чтобы пообщаться.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7c498ab0012c0325e5;0000b4a8a2--5e707d5a1fcfde011aac0917;870060de5a50583dc4c7c89a098fe2f4;APPROVED;2020-03-17T07:42:52.394
Я пожал ему руку.;Я дал ему пощечину.;Мужчина протянул мне руку.;Что случилось в результате?;0;;0000b4a8a2--5e707f7c498ab0012c0325e5;0000b4a8a2--5e707d5a1fcfde011aac0917;870060de5a50583dc4c7c89a098fe2f4;APPROVED;2020-03-17T07:42:52.394
В воздух пускали фейерверки.;Фрисби летела прямо мне в голову.;Я пригнулся.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7c498ab0012c0325e5;0000b4a8a2--5e707d5a1fcfde011aac0917;870060de5a50583dc4c7c89a098fe2f4;APPROVED;2020-03-17T07:42:52.394
Она волновалась.;Она была удивлена.;Девушка кусала ногти.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7c498ab0012c0325e5;0000b4a8a2--5e707d5a1fcfde011aac0917;870060de5a50583dc4c7c89a098fe2f4;APPROVED;2020-03-17T07:42:52.394
Она твердила его про себя.;Она забыла его записать.;Девушка запомнила код.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7c8748990119991d63;0000b4a8a2--5e707d5a1fcfde011aac0940;a7d0e0bd6c49dcbe40e5a7112f542e8b;APPROVED;2020-03-17T07:42:52.449
Вода утолила мою жажду.;Стакан стал полным.;Я налила воды в стакан.;Что случилось в результате?;1;;0000b4a8a2--5e707f7c8748990119991d63;0000b4a8a2--5e707d5a1fcfde011aac0940;a7d0e0bd6c49dcbe40e5a7112f542e8b;APPROVED;2020-03-17T07:42:52.449
Он хотел предложить своему другу помощь.;Он думал о словах своего друга.;Человек молчал, пока его друг завершал свою речь.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7c8748990119991d63;0000b4a8a2--5e707d5a1fcfde011aac0940;a7d0e0bd6c49dcbe40e5a7112f542e8b;APPROVED;2020-03-17T07:42:52.449
Я чувствовал себя виноватым.;Я предъявил обвинения.;Авария произошла по моей вине.;Что случилось в результате?;0;;0000b4a8a2--5e707f7c8748990119991d63;0000b4a8a2--5e707d5a1fcfde011aac0940;a7d0e0bd6c49dcbe40e5a7112f542e8b;APPROVED;2020-03-17T07:42:52.449
Цепь была обёрнута вокруг шин.;В цепи было сломанное звено.;Цепь распалась.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7c8748990119991d63;0000b4a8a2--5e707d5a1fcfde011aac0940;a7d0e0bd6c49dcbe40e5a7112f542e8b;APPROVED;2020-03-17T07:42:52.449
Я заняла место в заднем ряду.;Я подошла к трибуне.;Я опоздала на лекцию.;Что случилось в результате?;0;;0000b4a8a2--5e707f7cc4749501278d3ee4;0000b4a8a2--5e707d5a1fcfde011aac090c;91bcf056143cef79e755886464b6935b;APPROVED;2020-03-17T07:42:52.550
Его семья заплатила за него залог.;Он напал на сокамерника.;Мужчину освободили из тюрьмы.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7cc4749501278d3ee4;0000b4a8a2--5e707d5a1fcfde011aac090c;91bcf056143cef79e755886464b6935b;APPROVED;2020-03-17T07:42:52.550
Они продали свои дома.;Их дом сгорел.;Семья потеряла всё нажитое.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7cc4749501278d3ee4;0000b4a8a2--5e707d5a1fcfde011aac090c;91bcf056143cef79e755886464b6935b;APPROVED;2020-03-17T07:42:52.550
Я переработал банку.;Я раздавил банку.;Я топнул по алюминиевой банке.;Что случилось в результате?;1;;0000b4a8a2--5e707f7cc4749501278d3ee4;0000b4a8a2--5e707d5a1fcfde011aac090c;91bcf056143cef79e755886464b6935b;APPROVED;2020-03-17T07:42:52.550
Она научилась пользоваться компьютером.;Она прокачала навыки общения.;Девушка вступила в дискуссионный клуб.;Что случилось в результате?;1;;0000b4a8a2--5e707f7cc4749501278d3ee4;0000b4a8a2--5e707d5a1fcfde011aac090c;91bcf056143cef79e755886464b6935b;APPROVED;2020-03-17T07:42:52.550
Они проиграли.;Их тренер отменил тренировку.;Партнеры обвиняли друг друга.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7d218d9b012571328e;0000b4a8a2--5e707d5a1fcfde011aac0912;f081dbae0cb54ac744ded261e670725d;APPROVED;2020-03-17T07:42:53.208
Я сожалел о своей ошибке.;Я достиг своей цели.;Я просил прощения.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7d218d9b012571328e;0000b4a8a2--5e707d5a1fcfde011aac0912;f081dbae0cb54ac744ded261e670725d;APPROVED;2020-03-17T07:42:53.208
Он задавал ей вопросы о её интересах.;Он непрестанно говорил о себе.;Женщине стало скучно с ним.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7d218d9b012571328e;0000b4a8a2--5e707d5a1fcfde011aac0912;f081dbae0cb54ac744ded261e670725d;APPROVED;2020-03-17T07:42:53.208
Её щеки зарделись.;На её щеках показались ямочки.;Девушка улыбнулась.;Что случилось в результате?;1;;0000b4a8a2--5e707f7d218d9b012571328e;0000b4a8a2--5e707d5a1fcfde011aac0912;f081dbae0cb54ac744ded261e670725d;APPROVED;2020-03-17T07:42:53.208
Он проплыл мимо мины.;Он приплыл в гавань.;Вражеский корабль взорвался.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7d218d9b012571328e;0000b4a8a2--5e707d5a1fcfde011aac0912;f081dbae0cb54ac744ded261e670725d;APPROVED;2020-03-17T07:42:53.208
Я чувствовал себя полным энергии.;Мне было страшно.;Я тренировался.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7d498ab0012c0325fd;0000b4a8a2--5e707d5a1fcfde011aac091e;e09e5642d4cf2b77fcbfb1b4135f6c79;APPROVED;2020-03-17T07:42:53.951
Она впитала воду.;Из неё потекла вода.;Я сжал влажную губку.;Что случилось в результате?;1;;0000b4a8a2--5e707f7d498ab0012c0325fd;0000b4a8a2--5e707d5a1fcfde011aac091e;e09e5642d4cf2b77fcbfb1b4135f6c79;APPROVED;2020-03-17T07:42:53.951
Курорт был забронирован заранее.;Курорт располагался на острове.;Отдыхающие сели на паром до курорта.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7d498ab0012c0325fd;0000b4a8a2--5e707d5a1fcfde011aac091e;e09e5642d4cf2b77fcbfb1b4135f6c79;APPROVED;2020-03-17T07:42:53.951
Она боялась иголок.;Она хотела самовыражения.;Девушка-подросток сделала татуировку.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7d498ab0012c0325fd;0000b4a8a2--5e707d5a1fcfde011aac091e;e09e5642d4cf2b77fcbfb1b4135f6c79;APPROVED;2020-03-17T07:42:53.951
Я стала подозрительной.;Я позвонила в полицию.;Незнакомая машина припарковалась возле моего дома.;Что случилось в результате?;1;;0000b4a8a2--5e707f7d498ab0012c0325fd;0000b4a8a2--5e707d5a1fcfde011aac091e;e09e5642d4cf2b77fcbfb1b4135f6c79;APPROVED;2020-03-17T07:42:53.951
Она твердила его про себя.;Она забыла его записать.;Девушка запомнила код.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7de5f258012725f661;0000b4a8a2--5e707d5a1fcfde011aac0940;c3444d251974fc403898c447b3830c17;APPROVED;2020-03-17T07:42:53.069
Вода утолила мою жажду.;Стакан стал полным.;Я налила воды в стакан.;Что случилось в результате?;1;;0000b4a8a2--5e707f7de5f258012725f661;0000b4a8a2--5e707d5a1fcfde011aac0940;c3444d251974fc403898c447b3830c17;APPROVED;2020-03-17T07:42:53.069
Он хотел предложить своему другу помощь.;Он думал о словах своего друга.;Человек молчал, пока его друг завершал свою речь.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7de5f258012725f661;0000b4a8a2--5e707d5a1fcfde011aac0940;c3444d251974fc403898c447b3830c17;APPROVED;2020-03-17T07:42:53.069
Я чувствовал себя виноватым.;Я предъявил обвинения.;Авария произошла по моей вине.;Что случилось в результате?;0;;0000b4a8a2--5e707f7de5f258012725f661;0000b4a8a2--5e707d5a1fcfde011aac0940;c3444d251974fc403898c447b3830c17;APPROVED;2020-03-17T07:42:53.069
Цепь была обёрнута вокруг шин.;В цепи было сломанное звено.;Цепь распалась.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7de5f258012725f661;0000b4a8a2--5e707d5a1fcfde011aac0940;c3444d251974fc403898c447b3830c17;APPROVED;2020-03-17T07:42:53.069
Пловец нырнул в бассейн.;Пловец плавал в бассейне.;Из бассейна полетели брызги.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7e218d9b01257132a4;0000b4a8a2--5e707d5a1fcfde011aac08e6;2d33b9eeee5d3492e7b52d39dccb5ac8;APPROVED;2020-03-17T07:42:54.853
Я случайно проглотил семечко.;Я случайно сломал зуб.;Я откусил кусочек арбуза.;Что случилось в результате?;0;;0000b4a8a2--5e707f7e218d9b01257132a4;0000b4a8a2--5e707d5a1fcfde011aac08e6;2d33b9eeee5d3492e7b52d39dccb5ac8;APPROVED;2020-03-17T07:42:54.853
Его куртка была расстегнута.;Его шнурки были развязаны.;Мальчик споткнулся.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7e218d9b01257132a4;0000b4a8a2--5e707d5a1fcfde011aac08e6;2d33b9eeee5d3492e7b52d39dccb5ac8;APPROVED;2020-03-17T07:42:54.853
Её отвлекал шум.;У неё были проколоты уши.;Женщина достала беруши.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7e218d9b01257132a4;0000b4a8a2--5e707d5a1fcfde011aac08e6;2d33b9eeee5d3492e7b52d39dccb5ac8;APPROVED;2020-03-17T07:42:54.853
Я выпил всю воду из неё.;Я хранил её в холодильнике.;Я снова наполнил бутылку водой.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7e218d9b01257132a4;0000b4a8a2--5e707d5a1fcfde011aac08e6;2d33b9eeee5d3492e7b52d39dccb5ac8;APPROVED;2020-03-17T07:42:54.853
Я ей перезвонил.;Я встретил её, чтобы вместе поужинать.;Я пропустил телефонный звонок моей подруги.;Что случилось в результате?;0;;0000b4a8a2--5e707f7e711b9c012c85fce1;0000b4a8a2--5e707d5a1fcfde011aac092d;d915277c26310c7537c6265887d8042e;APPROVED;2020-03-17T07:42:54.913
Их собака убежала из дома.;Дорогие ювелирные украшения пропали из их дома.;Семья обыскала все окрестности.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7e711b9c012c85fce1;0000b4a8a2--5e707d5a1fcfde011aac092d;d915277c26310c7537c6265887d8042e;APPROVED;2020-03-17T07:42:54.913
Погода была зябкая.;Моей груди стало тесно.;Я увидел, как моё дыхание стало облачком пара.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7e711b9c012c85fce1;0000b4a8a2--5e707d5a1fcfde011aac092d;d915277c26310c7537c6265887d8042e;APPROVED;2020-03-17T07:42:54.913
Они хотели улучшения условий труда.;Их работодатель поднял заработную плату.;Сотрудники создали профсоюз.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7e711b9c012c85fce1;0000b4a8a2--5e707d5a1fcfde011aac092d;d915277c26310c7537c6265887d8042e;APPROVED;2020-03-17T07:42:54.913
Запах гниения наполнил кухню.;Тёплый аромат наполнил кухню.;Я испекла яблочный пирог.;Что случилось в результате?;1;;0000b4a8a2--5e707f7e711b9c012c85fce1;0000b4a8a2--5e707d5a1fcfde011aac092d;d915277c26310c7537c6265887d8042e;APPROVED;2020-03-17T07:42:54.913
Пловец нырнул в бассейн.;Пловец плавал в бассейне.;Из бассейна полетели брызги.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7ec83df801277af46d;0000b4a8a2--5e707d5a1fcfde011aac08e6;e42c279b9fe9ef53df9c39e986b9e6db;APPROVED;2020-03-17T07:42:54.459
Я случайно проглотил семечко.;Я случайно сломал зуб.;Я откусил кусочек арбуза.;Что случилось в результате?;0;;0000b4a8a2--5e707f7ec83df801277af46d;0000b4a8a2--5e707d5a1fcfde011aac08e6;e42c279b9fe9ef53df9c39e986b9e6db;APPROVED;2020-03-17T07:42:54.459
Его куртка была расстегнута.;Его шнурки были развязаны.;Мальчик споткнулся.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7ec83df801277af46d;0000b4a8a2--5e707d5a1fcfde011aac08e6;e42c279b9fe9ef53df9c39e986b9e6db;APPROVED;2020-03-17T07:42:54.459
Её отвлекал шум.;У неё были проколоты уши.;Женщина достала беруши.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7ec83df801277af46d;0000b4a8a2--5e707d5a1fcfde011aac08e6;e42c279b9fe9ef53df9c39e986b9e6db;APPROVED;2020-03-17T07:42:54.459
Я выпил всю воду из неё.;Я хранил её в холодильнике.;Я снова наполнил бутылку водой.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7ec83df801277af46d;0000b4a8a2--5e707d5a1fcfde011aac08e6;e42c279b9fe9ef53df9c39e986b9e6db;APPROVED;2020-03-17T07:42:54.459
Он отращивал волосы.;Его волосы стали слишком длинными.;Человек пошёл к парикмахеру.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7f6c8de849968302cc;0000b4a8a2--5e707d5a1fcfde011aac0921;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:42:55.537
Мальчик приветствовал нового одноклассника.;Мальчик невзлюбил новенького.;Мальчик сыграл злую шутку над своим новым одноклассником.;Что стало причиной этого?;1;;0000b4a8a2--5e707f7f6c8de849968302cc;0000b4a8a2--5e707d5a1fcfde011aac0921;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:42:55.537
Я ел печенье.;Я пёк хлеб.;Я очень хотел стакан молока.;Что стало причиной этого?;0;;0000b4a8a2--5e707f7f6c8de849968302cc;0000b4a8a2--5e707d5a1fcfde011aac0921;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:42:55.537
Водитель включил фары.;Водитель пустил машину задним ходом.;Начался дождь.;Что случилось в результате?;0;;0000b4a8a2--5e707f7f6c8de849968302cc;0000b4a8a2--5e707d5a1fcfde011aac0921;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:42:55.537
Я припарковался через дорогу.;Я припарковался возле входа.;На стоянке у здания было пусто.;Что случилось в результате?;1;;0000b4a8a2--5e707f7f6c8de849968302cc;0000b4a8a2--5e707d5a1fcfde011aac0921;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:42:55.537
Она твердила его про себя.;Она забыла его записать.;Девушка запомнила код.;Что стало причиной этого?;0;;0000b4a8a2--5e707f80a2193901275012c6;0000b4a8a2--5e707d5a1fcfde011aac0940;1839822b90bd88b0a24163bcf6c85454;APPROVED;2020-03-17T07:42:56.576
Вода утолила мою жажду.;Стакан стал полным.;Я налила воды в стакан.;Что случилось в результате?;1;;0000b4a8a2--5e707f80a2193901275012c6;0000b4a8a2--5e707d5a1fcfde011aac0940;1839822b90bd88b0a24163bcf6c85454;APPROVED;2020-03-17T07:42:56.576
Он хотел предложить своему другу помощь.;Он думал о словах своего друга.;Человек молчал, пока его друг завершал свою речь.;Что стало причиной этого?;1;;0000b4a8a2--5e707f80a2193901275012c6;0000b4a8a2--5e707d5a1fcfde011aac0940;1839822b90bd88b0a24163bcf6c85454;APPROVED;2020-03-17T07:42:56.576
Я чувствовал себя виноватым.;Я предъявил обвинения.;Авария произошла по моей вине.;Что случилось в результате?;0;;0000b4a8a2--5e707f80a2193901275012c6;0000b4a8a2--5e707d5a1fcfde011aac0940;1839822b90bd88b0a24163bcf6c85454;APPROVED;2020-03-17T07:42:56.576
Цепь была обёрнута вокруг шин.;В цепи было сломанное звено.;Цепь распалась.;Что стало причиной этого?;1;;0000b4a8a2--5e707f80a2193901275012c6;0000b4a8a2--5e707d5a1fcfde011aac0940;1839822b90bd88b0a24163bcf6c85454;APPROVED;2020-03-17T07:42:56.576
Я ей перезвонил.;Я встретил её, чтобы вместе поужинать.;Я пропустил телефонный звонок моей подруги.;Что случилось в результате?;0;;0000b4a8a2--5e707f80b918b9011655cef9;0000b4a8a2--5e707d5a1fcfde011aac092d;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:42:56.642
Их собака убежала из дома.;Дорогие ювелирные украшения пропали из их дома.;Семья обыскала все окрестности.;Что стало причиной этого?;0;;0000b4a8a2--5e707f80b918b9011655cef9;0000b4a8a2--5e707d5a1fcfde011aac092d;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:42:56.642
Погода была зябкая.;Моей груди стало тесно.;Я увидел, как моё дыхание стало облачком пара.;Что стало причиной этого?;0;;0000b4a8a2--5e707f80b918b9011655cef9;0000b4a8a2--5e707d5a1fcfde011aac092d;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:42:56.642
Они хотели улучшения условий труда.;Их работодатель поднял заработную плату.;Сотрудники создали профсоюз.;Что стало причиной этого?;0;;0000b4a8a2--5e707f80b918b9011655cef9;0000b4a8a2--5e707d5a1fcfde011aac092d;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:42:56.642
Запах гниения наполнил кухню.;Тёплый аромат наполнил кухню.;Я испекла яблочный пирог.;Что случилось в результате?;1;;0000b4a8a2--5e707f80b918b9011655cef9;0000b4a8a2--5e707d5a1fcfde011aac092d;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:42:56.642
Он был удивлён.;Он был обескуражен.;Мужчина поднял брови.;Что стало причиной этого?;0;;0000b4a8a2--5e707f81c4749501278d3f02;0000b4a8a2--5e707d5a1fcfde011aac0900;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:57.933
Я считал, что у него были добрые намерения.;Я полагал, что ему лучше знать.;Я простил коллеге его просчёт.;Что стало причиной этого?;0;;0000b4a8a2--5e707f81c4749501278d3f02;0000b4a8a2--5e707d5a1fcfde011aac0900;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:57.933
Он стал больше работать.;Он стал раньше вставать.;Человек бросил курить.;Что случилось в результате?;0;;0000b4a8a2--5e707f81c4749501278d3f02;0000b4a8a2--5e707d5a1fcfde011aac0900;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:57.933
Тело нападавшего казалось безжизненным.;У нападавшего пошла кровь.;Женщина ударила нападавшего по носу.;Что случилось в результате?;1;;0000b4a8a2--5e707f81c4749501278d3f02;0000b4a8a2--5e707d5a1fcfde011aac0900;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:57.933
У игрока не было задачи попасть в цель.;Мужчина проиграл.;Дротик не попал в яблочко.;Что стало причиной этого?;0;;0000b4a8a2--5e707f81c4749501278d3f02;0000b4a8a2--5e707d5a1fcfde011aac0900;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:57.933
Она рассказала мне правду.;Она сделала саркастическое замечание.;В ответ на слова подруги я закатила глаза.;Что стало причиной этого?;1;;0000b4a8a2--5e707f821b254f012a7aeeaf;0000b4a8a2--5e707d5a1fcfde011aac0910;f2f3d3c8bab5c1a746556491174b4c63;APPROVED;2020-03-17T07:42:58.672
Водитель застрял на дороге.;Водитель подобрал автостопщика.;В машине кончился бензин.;Что случилось в результате?;0;;0000b4a8a2--5e707f821b254f012a7aeeaf;0000b4a8a2--5e707d5a1fcfde011aac0910;f2f3d3c8bab5c1a746556491174b4c63;APPROVED;2020-03-17T07:42:58.672
Ребенка быстро извлекли.;У женщины был токсикоз.;Женщина поехала на роды.;Что случилось в результате?;0;;0000b4a8a2--5e707f821b254f012a7aeeaf;0000b4a8a2--5e707d5a1fcfde011aac0910;f2f3d3c8bab5c1a746556491174b4c63;APPROVED;2020-03-17T07:42:58.672
Он снял шляпу.;Снаружи было ветрено.;Шляпу этого мужчины сдуло.;Что стало причиной этого?;1;;0000b4a8a2--5e707f821b254f012a7aeeaf;0000b4a8a2--5e707d5a1fcfde011aac0910;f2f3d3c8bab5c1a746556491174b4c63;APPROVED;2020-03-17T07:42:58.672
Её пригласили.;Она купила подарок.;Девушка побывала на дне рождения одноклассника.;Что стало причиной этого?;0;;0000b4a8a2--5e707f821b254f012a7aeeaf;0000b4a8a2--5e707d5a1fcfde011aac0910;f2f3d3c8bab5c1a746556491174b4c63;APPROVED;2020-03-17T07:42:58.672
Он вызывал жалость.;У него не было денег.;Голодный бомж украл еду.;Что стало причиной этого?;1;;0000b4a8a2--5e707f8252408d1a0e54cd52;0000b4a8a2--5e707d5a1fcfde011aac0917;986ce72779f88635205e7a1c86f6454d;APPROVED;2020-03-17T07:42:58.479
Я хотел уединения.;Я чувствовал себя одиноким.;Я позвонил своему другу, чтобы пообщаться.;Что стало причиной этого?;0;;0000b4a8a2--5e707f8252408d1a0e54cd52;0000b4a8a2--5e707d5a1fcfde011aac0917;986ce72779f88635205e7a1c86f6454d;APPROVED;2020-03-17T07:42:58.479
Я пожал ему руку.;Я дал ему пощечину.;Мужчина протянул мне руку.;Что случилось в результате?;0;;0000b4a8a2--5e707f8252408d1a0e54cd52;0000b4a8a2--5e707d5a1fcfde011aac0917;986ce72779f88635205e7a1c86f6454d;APPROVED;2020-03-17T07:42:58.479
В воздух пускали фейерверки.;Фрисби летела прямо мне в голову.;Я пригнулся.;Что стало причиной этого?;1;;0000b4a8a2--5e707f8252408d1a0e54cd52;0000b4a8a2--5e707d5a1fcfde011aac0917;986ce72779f88635205e7a1c86f6454d;APPROVED;2020-03-17T07:42:58.479
Она волновалась.;Она была удивлена.;Девушка кусала ногти.;Что стало причиной этого?;0;;0000b4a8a2--5e707f8252408d1a0e54cd52;0000b4a8a2--5e707d5a1fcfde011aac0917;986ce72779f88635205e7a1c86f6454d;APPROVED;2020-03-17T07:42:58.479
Его мама померила ему температуру.;Его мама взяла его в парк.;У мальчика был горячий лоб.;Что случилось в результате?;0;;0000b4a8a2--5e707f828748990119991d9f;0000b4a8a2--5e707d5a1fcfde011aac090f;a6d0503c0debd14a87d78169d2fd11d3;APPROVED;2020-03-17T07:42:58.591
Он хотел произвести впечатление на свою подругу.;Он уложил гелем волосы.;Мужчина побрызгался одеколоном.;Что стало причиной этого?;0;;0000b4a8a2--5e707f828748990119991d9f;0000b4a8a2--5e707d5a1fcfde011aac090f;a6d0503c0debd14a87d78169d2fd11d3;APPROVED;2020-03-17T07:42:58.591
Я поискал взглядом фонарь.;Я взял в руки лопату.;Электричество в доме отключили.;Что случилось в результате?;0;;0000b4a8a2--5e707f828748990119991d9f;0000b4a8a2--5e707d5a1fcfde011aac090f;a6d0503c0debd14a87d78169d2fd11d3;APPROVED;2020-03-17T07:42:58.591
Сын окончил среднюю школу.;Мать родила близнецов.;Семья переехала в дом побольше.;Что стало причиной этого?;1;;0000b4a8a2--5e707f828748990119991d9f;0000b4a8a2--5e707d5a1fcfde011aac090f;a6d0503c0debd14a87d78169d2fd11d3;APPROVED;2020-03-17T07:42:58.591
Она хотела поберечь силы.;Она увидела финишную черту.;Марафонка бежала в медленном темпе.;Что стало причиной этого?;0;;0000b4a8a2--5e707f828748990119991d9f;0000b4a8a2--5e707d5a1fcfde011aac090f;a6d0503c0debd14a87d78169d2fd11d3;APPROVED;2020-03-17T07:42:58.591
Мой друг заставил меня ждать.;Мой друг приехал вовремя.;Я потеряла терпение.;Что стало причиной этого?;0;;0000b4a8a2--5e707f82b918b9011655cf11;0000b4a8a2--5e707d5a1fcfde011aac093c;7cdacd8643c0c82abf674591eaab01be;APPROVED;2020-03-17T07:42:58.827
Они разработали ядерное оружие.;Они заключили договор.;Воюющие страны хотят мира.;Что случилось в результате?;1;;0000b4a8a2--5e707f82b918b9011655cf11;0000b4a8a2--5e707d5a1fcfde011aac093c;7cdacd8643c0c82abf674591eaab01be;APPROVED;2020-03-17T07:42:58.827
Он стал сонливым.;У него началась лихорадка.;Человек принял снотворное.;Что случилось в результате?;0;;0000b4a8a2--5e707f82b918b9011655cf11;0000b4a8a2--5e707d5a1fcfde011aac093c;7cdacd8643c0c82abf674591eaab01be;APPROVED;2020-03-17T07:42:58.827
Ножки дивана разболтались.;Она ушибла колено.;Женщина налетела на диван.;Что случилось в результате?;1;;0000b4a8a2--5e707f82b918b9011655cf11;0000b4a8a2--5e707d5a1fcfde011aac093c;7cdacd8643c0c82abf674591eaab01be;APPROVED;2020-03-17T07:42:58.827
Воздушный шар лопнул.;Воздушный шар улетел.;Мальчик сжал воздушный шар.;Что случилось в результате?;0;;0000b4a8a2--5e707f82b918b9011655cf11;0000b4a8a2--5e707d5a1fcfde011aac093c;7cdacd8643c0c82abf674591eaab01be;APPROVED;2020-03-17T07:42:58.827
